405	55e90572ac6c93b77a836239214110cf	166	FunFam	G3DSA:3.30.420.10:FF:000017	POL polyprotein	7	165	7.9E-110	T	15-08-2025	-	-	-	-
405	55e90572ac6c93b77a836239214110cf	166	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	8	158	22.68998	T	15-08-2025	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	MetaCyc:PWY-6322|MetaCyc:PWY-6626|MetaCyc:PWY-6749|MetaCyc:PWY-6955|MetaCyc:PWY-6998|MetaCyc:PWY-7127|MetaCyc:PWY-7419|MetaCyc:PWY-7529|MetaCyc:PWY-7706|MetaCyc:PWY-7719|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7769|MetaCyc:PWY-7884|MetaCyc:PWY-7888|MetaCyc:PWY-7904|MetaCyc:PWY-8117|MetaCyc:PWY-8179|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910
405	55e90572ac6c93b77a836239214110cf	166	PANTHER	PTHR41694	ENDOGENOUS RETROVIRUS GROUP K MEMBER POL PROTEIN	14	122	4.4E-16	T	15-08-2025	-	-	GO:0035613(PANTHER)	-
405	55e90572ac6c93b77a836239214110cf	166	SUPERFAMILY	SSF53098	Ribonuclease H-like	10	163	2.15E-80	T	15-08-2025	IPR012337	Ribonuclease H-like superfamily	-	MetaCyc:PWY-5397|MetaCyc:PWY-5509|MetaCyc:PWY-6269|MetaCyc:PWY-6289|MetaCyc:PWY-6322|MetaCyc:PWY-6462|MetaCyc:PWY-6463|MetaCyc:PWY-6626|MetaCyc:PWY-6682|MetaCyc:PWY-6689|MetaCyc:PWY-6749|MetaCyc:PWY-6841|MetaCyc:PWY-6955|MetaCyc:PWY-6998|MetaCyc:PWY-7127|MetaCyc:PWY-7419|MetaCyc:PWY-7529|MetaCyc:PWY-7706|MetaCyc:PWY-7719|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7769|MetaCyc:PWY-7815|MetaCyc:PWY-7816|MetaCyc:PWY-7817|MetaCyc:PWY-7818|MetaCyc:PWY-7884|MetaCyc:PWY-7887|MetaCyc:PWY-7888|MetaCyc:PWY-7904|MetaCyc:PWY-7961|MetaCyc:PWY-7963|MetaCyc:PWY-7964|MetaCyc:PWY-7965|MetaCyc:PWY-7966|MetaCyc:PWY-7967|MetaCyc:PWY-7968|MetaCyc:PWY-7969|MetaCyc:PWY-7970|MetaCyc:PWY-7975|MetaCyc:PWY-8117|MetaCyc:PWY-8179|Reactome:R-BTA-429947|Reactome:R-BTA-6791226|Reactome:R-BTA-6804115|Reactome:R-CEL-110314|Reactome:R-CEL-112382|Reactome:R-CEL-203927|Reactome:R-CEL-426486|Reactome:R-CEL-5578749|Reactome:R-CEL-5651801|Reactome:R-CEL-5656169|Reactome:R-CEL-5696397|Reactome:R-CEL-5696400|Reactome:R-CEL-674695|Reactome:R-CEL-6782135|Reactome:R-CEL-6782210|Reactome:R-CEL-6791226|Reactome:R-CEL-69091|Reactome:R-CEL-69166|Reactome:R-CEL-69183|Reactome:R-CEL-72163|Reactome:R-CEL-72165|Reactome:R-CEL-75955|Reactome:R-DDI-110314|Reactome:R-DDI-113501|Reactome:R-DDI-5651801|Reactome:R-DDI-5656169|Reactome:R-DDI-5696397|Reactome:R-DDI-6782135|Reactome:R-DDI-6782210|Reactome:R-DDI-68952|Reactome:R-DDI-68962|Reactome:R-DDI-69091|Reactome:R-DDI-69166|Reactome:R-DDI-69183|Reactome:R-DDI-72163|Reactome:R-DME-110312|Reactome:R-DME-110314|Reactome:R-DME-112382|Reactome:R-DME-113501|Reactome:R-DME-203927|Reactome:R-DME-426486|Reactome:R-DME-426496|Reactome:R-DME-5578749|Reactome:R-DME-5651801|Reactome:R-DME-5655862|Reactome:R-DME-5656121|Reactome:R-DME-5656169|Reactome:R-DME-5696400|Reactome:R-DME-674695|Reactome:R-DME-6782135|Reactome:R-DME-6791226|Reactome:R-DME-68952|Reactome:R-DME-68962|Reactome:R-DME-69091|Reactome:R-DME-69166|Reactome:R-DME-69183|Reactome:R-DME-75955|Reactome:R-DME-9913635|Reactome:R-DRE-6804115|Reactome:R-GGA-203927|Reactome:R-GGA-426486|Reactome:R-GGA-426496|Reactome:R-GGA-429947|Reactome:R-GGA-6804115|Reactome:R-HSA-110312|Reactome:R-HSA-110314|Reactome:R-HSA-112382|Reactome:R-HSA-113501|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-174411|Reactome:R-HSA-174414|Reactome:R-HSA-174417|Reactome:R-HSA-174430|Reactome:R-HSA-174437|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-1912408|Reactome:R-HSA-203927|Reactome:R-HSA-2559580|Reactome:R-HSA-2559585|Reactome:R-HSA-2564830|Reactome:R-HSA-3108214|Reactome:R-HSA-3248023|Reactome:R-HSA-3270619|Reactome:R-HSA-380994|Reactome:R-HSA-4086398|Reactome:R-HSA-426486|Reactome:R-HSA-426496|Reactome:R-HSA-429947|Reactome:R-HSA-450604|Reactome:R-HSA-4551638|Reactome:R-HSA-5358565|Reactome:R-HSA-5358606|Reactome:R-HSA-5578749|Reactome:R-HSA-5601884|Reactome:R-HSA-5628897|Reactome:R-HSA-5651801|Reactome:R-HSA-5655862|Reactome:R-HSA-5656121|Reactome:R-HSA-5656169|Reactome:R-HSA-5685938|Reactome:R-HSA-5685939|Reactome:R-HSA-5685942|Reactome:R-HSA-5687128|Reactome:R-HSA-5693554|Reactome:R-HSA-5693568|Reactome:R-HSA-5693579|Reactome:R-HSA-5693607|Reactome:R-HSA-5693616|Reactome:R-HSA-5696397|Reactome:R-HSA-5696400|Reactome:R-HSA-674695|Reactome:R-HSA-6782135|Reactome:R-HSA-6782210|Reactome:R-HSA-6791226|Reactome:R-HSA-6802952|Reactome:R-HSA-6803529|Reactome:R-HSA-6804115|Reactome:R-HSA-6804756|Reactome:R-HSA-68952|Reactome:R-HSA-68962|Reactome:R-HSA-69091|Reactome:R-HSA-69166|Reactome:R-HSA-69183|Reactome:R-HSA-69205|Reactome:R-HSA-69473|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-75955|Reactome:R-HSA-8853884|Reactome:R-HSA-8934593|Reactome:R-HSA-8936459|Reactome:R-HSA-8943723|Reactome:R-HSA-8948700|Reactome:R-HSA-8986944|Reactome:R-HSA-9018519|Reactome:R-HSA-9022692|Reactome:R-HSA-9029569|Reactome:R-HSA-909733|Reactome:R-HSA-9609690|Reactome:R-HSA-9610379|Reactome:R-HSA-9701192|Reactome:R-HSA-9704331|Reactome:R-HSA-9704646|Reactome:R-HSA-9709570|Reactome:R-HSA-9709603|Reactome:R-HSA-9710421|Reactome:R-HSA-9725371|Reactome:R-HSA-9759811|Reactome:R-HSA-9768778|Reactome:R-HSA-9820841|Reactome:R-HSA-9824594|Reactome:R-HSA-9836573|Reactome:R-HSA-9839394|Reactome:R-HSA-9845323|Reactome:R-HSA-9913635|Reactome:R-MMU-110312|Reactome:R-MMU-110314|Reactome:R-MMU-112382|Reactome:R-MMU-113501|Reactome:R-MMU-174411|Reactome:R-MMU-174414|Reactome:R-MMU-174417|Reactome:R-MMU-174430|Reactome:R-MMU-174437|Reactome:R-MMU-203927|Reactome:R-MMU-426486|Reactome:R-MMU-426496|Reactome:R-MMU-429947|Reactome:R-MMU-450604|Reactome:R-MMU-5358565|Reactome:R-MMU-5358606|Reactome:R-MMU-5578749|Reactome:R-MMU-5651801|Reactome:R-MMU-5655862|Reactome:R-MMU-5656121|Reactome:R-MMU-5656169|Reactome:R-MMU-5685938|Reactome:R-MMU-5685939|Reactome:R-MMU-5685942|Reactome:R-MMU-5693568|Reactome:R-MMU-5693579|Reactome:R-MMU-5693607|Reactome:R-MMU-5693616|Reactome:R-MMU-5696397|Reactome:R-MMU-5696400|Reactome:R-MMU-674695|Reactome:R-MMU-6782135|Reactome:R-MMU-6782210|Reactome:R-MMU-6791226|Reactome:R-MMU-6804115|Reactome:R-MMU-6804756|Reactome:R-MMU-68952|Reactome:R-MMU-68962|Reactome:R-MMU-69091|Reactome:R-MMU-69166|Reactome:R-MMU-69183|Reactome:R-MMU-69473|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-75955|Reactome:R-MMU-9913635|Reactome:R-RNO-110314|Reactome:R-RNO-113501|Reactome:R-RNO-174411|Reactome:R-RNO-174414|Reactome:R-RNO-174417|Reactome:R-RNO-174430|Reactome:R-RNO-174437|Reactome:R-RNO-203927|Reactome:R-RNO-426486|Reactome:R-RNO-426496|Reactome:R-RNO-429947|Reactome:R-RNO-5358565|Reactome:R-RNO-5358606|Reactome:R-RNO-5578749|Reactome:R-RNO-5651801|Reactome:R-RNO-5656169|Reactome:R-RNO-5685942|Reactome:R-RNO-5696397|Reactome:R-RNO-5696400|Reactome:R-RNO-6782135|Reactome:R-RNO-6782210|Reactome:R-RNO-6791226|Reactome:R-RNO-68952|Reactome:R-RNO-68962|Reactome:R-RNO-69091|Reactome:R-RNO-69166|Reactome:R-RNO-69183|Reactome:R-RNO-9913635|Reactome:R-SCE-110312|Reactome:R-SCE-113501|Reactome:R-SCE-429947|Reactome:R-SCE-5655862|Reactome:R-SCE-5656121|Reactome:R-SCE-5656169|Reactome:R-SCE-6782135|Reactome:R-SCE-6791226|Reactome:R-SCE-68952|Reactome:R-SCE-68962|Reactome:R-SCE-69091|Reactome:R-SCE-69166|Reactome:R-SCE-69183|Reactome:R-SPO-110312|Reactome:R-SPO-110314|Reactome:R-SPO-113501|Reactome:R-SPO-174437|Reactome:R-SPO-426486|Reactome:R-SPO-426496|Reactome:R-SPO-5358565|Reactome:R-SPO-5358606|Reactome:R-SPO-5578749|Reactome:R-SPO-5651801|Reactome:R-SPO-5655862|Reactome:R-SPO-5656121|Reactome:R-SPO-5656169|Reactome:R-SPO-5696397|Reactome:R-SPO-5696400|Reactome:R-SPO-6782135|Reactome:R-SPO-6782210|Reactome:R-SPO-6791226|Reactome:R-SPO-68952|Reactome:R-SPO-68962|Reactome:R-SPO-69091|Reactome:R-SPO-69166|Reactome:R-SPO-69183|Reactome:R-SPO-72163|Reactome:R-XTR-203927|Reactome:R-XTR-426486|Reactome:R-XTR-426496|Reactome:R-XTR-429947|Reactome:R-XTR-5578749|Reactome:R-XTR-6804115
405	55e90572ac6c93b77a836239214110cf	166	Gene3D	G3DSA:3.30.420.10	-	4	166	7.6E-54	T	15-08-2025	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	MetaCyc:PWY-5509|MetaCyc:PWY-6269|MetaCyc:PWY-6322|MetaCyc:PWY-6626|MetaCyc:PWY-6689|MetaCyc:PWY-6749|MetaCyc:PWY-6955|MetaCyc:PWY-6998|MetaCyc:PWY-7127|MetaCyc:PWY-7250|MetaCyc:PWY-7419|MetaCyc:PWY-7529|MetaCyc:PWY-7706|MetaCyc:PWY-7719|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7769|MetaCyc:PWY-7884|MetaCyc:PWY-7888|MetaCyc:PWY-7904|MetaCyc:PWY-7961|MetaCyc:PWY-7963|MetaCyc:PWY-7964|MetaCyc:PWY-7965|MetaCyc:PWY-7966|MetaCyc:PWY-7967|MetaCyc:PWY-7968|MetaCyc:PWY-7969|MetaCyc:PWY-7970|MetaCyc:PWY-7975|MetaCyc:PWY-8117|MetaCyc:PWY-8179|Reactome:R-BTA-429947|Reactome:R-BTA-6791226|Reactome:R-BTA-6804115|Reactome:R-CEL-110314|Reactome:R-CEL-203927|Reactome:R-CEL-426486|Reactome:R-CEL-5578749|Reactome:R-CEL-5651801|Reactome:R-CEL-5656169|Reactome:R-CEL-5696397|Reactome:R-CEL-5696400|Reactome:R-CEL-6782135|Reactome:R-CEL-6782210|Reactome:R-CEL-6791226|Reactome:R-CEL-69091|Reactome:R-CEL-69166|Reactome:R-CEL-69183|Reactome:R-DDI-110314|Reactome:R-DDI-113501|Reactome:R-DDI-5651801|Reactome:R-DDI-5656169|Reactome:R-DDI-5696397|Reactome:R-DDI-6782135|Reactome:R-DDI-6782210|Reactome:R-DDI-68952|Reactome:R-DDI-68962|Reactome:R-DDI-69091|Reactome:R-DDI-69166|Reactome:R-DDI-69183|Reactome:R-DME-110312|Reactome:R-DME-110314|Reactome:R-DME-113501|Reactome:R-DME-203927|Reactome:R-DME-426486|Reactome:R-DME-426496|Reactome:R-DME-5578749|Reactome:R-DME-5651801|Reactome:R-DME-5655862|Reactome:R-DME-5656121|Reactome:R-DME-5656169|Reactome:R-DME-5685939|Reactome:R-DME-5696400|Reactome:R-DME-6782135|Reactome:R-DME-6791226|Reactome:R-DME-68952|Reactome:R-DME-68962|Reactome:R-DME-69091|Reactome:R-DME-69166|Reactome:R-DME-69183|Reactome:R-DRE-6804115|Reactome:R-GGA-203927|Reactome:R-GGA-426486|Reactome:R-GGA-426496|Reactome:R-GGA-429947|Reactome:R-GGA-6804115|Reactome:R-HSA-110312|Reactome:R-HSA-110314|Reactome:R-HSA-113501|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-174411|Reactome:R-HSA-174414|Reactome:R-HSA-174417|Reactome:R-HSA-174430|Reactome:R-HSA-174437|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-1912408|Reactome:R-HSA-203927|Reactome:R-HSA-2559580|Reactome:R-HSA-2559585|Reactome:R-HSA-2564830|Reactome:R-HSA-3108214|Reactome:R-HSA-3248023|Reactome:R-HSA-3270619|Reactome:R-HSA-380994|Reactome:R-HSA-4086398|Reactome:R-HSA-426486|Reactome:R-HSA-426496|Reactome:R-HSA-429947|Reactome:R-HSA-450604|Reactome:R-HSA-5358565|Reactome:R-HSA-5358606|Reactome:R-HSA-5578749|Reactome:R-HSA-5601884|Reactome:R-HSA-5628897|Reactome:R-HSA-5651801|Reactome:R-HSA-5655862|Reactome:R-HSA-5656121|Reactome:R-HSA-5656169|Reactome:R-HSA-5685938|Reactome:R-HSA-5685939|Reactome:R-HSA-5685942|Reactome:R-HSA-5687128|Reactome:R-HSA-5693554|Reactome:R-HSA-5693568|Reactome:R-HSA-5693579|Reactome:R-HSA-5693607|Reactome:R-HSA-5693616|Reactome:R-HSA-5696397|Reactome:R-HSA-5696400|Reactome:R-HSA-6782135|Reactome:R-HSA-6782210|Reactome:R-HSA-6783310|Reactome:R-HSA-6791226|Reactome:R-HSA-6802952|Reactome:R-HSA-6803529|Reactome:R-HSA-6804115|Reactome:R-HSA-6804756|Reactome:R-HSA-68952|Reactome:R-HSA-68962|Reactome:R-HSA-69091|Reactome:R-HSA-69166|Reactome:R-HSA-69183|Reactome:R-HSA-69205|Reactome:R-HSA-69473|Reactome:R-HSA-8853884|Reactome:R-HSA-8934593|Reactome:R-HSA-8936459|Reactome:R-HSA-8943723|Reactome:R-HSA-8948700|Reactome:R-HSA-8986944|Reactome:R-HSA-9018519|Reactome:R-HSA-9022692|Reactome:R-HSA-9029569|Reactome:R-HSA-909733|Reactome:R-HSA-9609690|Reactome:R-HSA-9610379|Reactome:R-HSA-9701192|Reactome:R-HSA-9704331|Reactome:R-HSA-9704646|Reactome:R-HSA-9709570|Reactome:R-HSA-9709603|Reactome:R-HSA-9710421|Reactome:R-HSA-9725371|Reactome:R-HSA-9759811|Reactome:R-HSA-9768778|Reactome:R-HSA-9820841|Reactome:R-HSA-9824594|Reactome:R-HSA-9836573|Reactome:R-HSA-9839394|Reactome:R-HSA-9845323|Reactome:R-HSA-9913635|Reactome:R-MMU-110312|Reactome:R-MMU-110314|Reactome:R-MMU-113501|Reactome:R-MMU-174411|Reactome:R-MMU-174414|Reactome:R-MMU-174417|Reactome:R-MMU-174430|Reactome:R-MMU-174437|Reactome:R-MMU-203927|Reactome:R-MMU-426486|Reactome:R-MMU-426496|Reactome:R-MMU-429947|Reactome:R-MMU-450604|Reactome:R-MMU-5358565|Reactome:R-MMU-5358606|Reactome:R-MMU-5578749|Reactome:R-MMU-5651801|Reactome:R-MMU-5655862|Reactome:R-MMU-5656121|Reactome:R-MMU-5656169|Reactome:R-MMU-5685938|Reactome:R-MMU-5685939|Reactome:R-MMU-5685942|Reactome:R-MMU-5693568|Reactome:R-MMU-5693579|Reactome:R-MMU-5693607|Reactome:R-MMU-5693616|Reactome:R-MMU-5696397|Reactome:R-MMU-5696400|Reactome:R-MMU-6782135|Reactome:R-MMU-6782210|Reactome:R-MMU-6783310|Reactome:R-MMU-6791226|Reactome:R-MMU-6804115|Reactome:R-MMU-6804756|Reactome:R-MMU-68952|Reactome:R-MMU-68962|Reactome:R-MMU-69091|Reactome:R-MMU-69166|Reactome:R-MMU-69183|Reactome:R-MMU-69473|Reactome:R-RNO-110314|Reactome:R-RNO-113501|Reactome:R-RNO-174411|Reactome:R-RNO-174414|Reactome:R-RNO-174417|Reactome:R-RNO-174430|Reactome:R-RNO-174437|Reactome:R-RNO-203927|Reactome:R-RNO-426486|Reactome:R-RNO-426496|Reactome:R-RNO-429947|Reactome:R-RNO-5358565|Reactome:R-RNO-5358606|Reactome:R-RNO-5578749|Reactome:R-RNO-5651801|Reactome:R-RNO-5656169|Reactome:R-RNO-5685942|Reactome:R-RNO-5696397|Reactome:R-RNO-5696400|Reactome:R-RNO-6782135|Reactome:R-RNO-6782210|Reactome:R-RNO-6791226|Reactome:R-RNO-68952|Reactome:R-RNO-68962|Reactome:R-RNO-69091|Reactome:R-RNO-69166|Reactome:R-RNO-69183|Reactome:R-SCE-110312|Reactome:R-SCE-113501|Reactome:R-SCE-429947|Reactome:R-SCE-5655862|Reactome:R-SCE-5656121|Reactome:R-SCE-5656169|Reactome:R-SCE-6782135|Reactome:R-SCE-6791226|Reactome:R-SCE-68952|Reactome:R-SCE-68962|Reactome:R-SCE-69091|Reactome:R-SCE-69166|Reactome:R-SCE-69183|Reactome:R-SPO-110312|Reactome:R-SPO-110314|Reactome:R-SPO-113501|Reactome:R-SPO-174437|Reactome:R-SPO-426486|Reactome:R-SPO-426496|Reactome:R-SPO-5358565|Reactome:R-SPO-5358606|Reactome:R-SPO-5578749|Reactome:R-SPO-5651801|Reactome:R-SPO-5655862|Reactome:R-SPO-5656121|Reactome:R-SPO-5656169|Reactome:R-SPO-5696397|Reactome:R-SPO-5696400|Reactome:R-SPO-6782135|Reactome:R-SPO-6782210|Reactome:R-SPO-6791226|Reactome:R-SPO-68952|Reactome:R-SPO-68962|Reactome:R-SPO-69091|Reactome:R-SPO-69166|Reactome:R-SPO-69183|Reactome:R-XTR-203927|Reactome:R-XTR-426486|Reactome:R-XTR-426496|Reactome:R-XTR-429947|Reactome:R-XTR-5578749|Reactome:R-XTR-6804115
405	55e90572ac6c93b77a836239214110cf	166	Pfam	PF00665	Integrase core domain	10	99	2.3E-12	T	15-08-2025	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	MetaCyc:PWY-6322|MetaCyc:PWY-6626|MetaCyc:PWY-6749|MetaCyc:PWY-6955|MetaCyc:PWY-6998|MetaCyc:PWY-7127|MetaCyc:PWY-7419|MetaCyc:PWY-7529|MetaCyc:PWY-7706|MetaCyc:PWY-7719|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7769|MetaCyc:PWY-7884|MetaCyc:PWY-7888|MetaCyc:PWY-7904|MetaCyc:PWY-8117|MetaCyc:PWY-8179|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910
403	63f056f656e5394e13a6523ad521b919	146	ProSiteProfiles	PS01033	Globin domain profile.	2	146	43.909542	T	15-08-2025	IPR000971	Globin	GO:0020037(InterPro)	MetaCyc:PWY-1381|MetaCyc:PWY-5165|MetaCyc:PWY-5292|MetaCyc:PWY-6088|MetaCyc:PWY-6216|MetaCyc:PWY-6217|MetaCyc:PWY-6533|MetaCyc:PWY-6854|MetaCyc:PWY-7403|MetaCyc:PWY-7496|MetaCyc:PWY-7683|Reactome:R-BTA-1237044|Reactome:R-BTA-1247673|Reactome:R-BTA-2168880|Reactome:R-BTA-6798695|Reactome:R-BTA-8981607|Reactome:R-BTA-9707564|Reactome:R-BTA-9707616|Reactome:R-CFA-8981607|Reactome:R-DRE-1237044|Reactome:R-DRE-1247673|Reactome:R-DRE-203615|Reactome:R-DRE-2168880|Reactome:R-DRE-6798695|Reactome:R-DRE-8981607|Reactome:R-DRE-9707564|Reactome:R-DRE-9707616|Reactome:R-GGA-1237044|Reactome:R-GGA-1247673|Reactome:R-GGA-2168880|Reactome:R-GGA-6798695|Reactome:R-GGA-8981607|Reactome:R-GGA-9707564|Reactome:R-GGA-9707616|Reactome:R-HSA-1237044|Reactome:R-HSA-1247673|Reactome:R-HSA-203615|Reactome:R-HSA-2168880|Reactome:R-HSA-6798695|Reactome:R-HSA-8981607|Reactome:R-HSA-9613829|Reactome:R-HSA-9615710|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-983231|Reactome:R-MMU-1237044|Reactome:R-MMU-1247673|Reactome:R-MMU-203615|Reactome:R-MMU-2168880|Reactome:R-MMU-8981607|Reactome:R-MMU-9707564|Reactome:R-MMU-9707616|Reactome:R-RNO-1237044|Reactome:R-RNO-1247673|Reactome:R-RNO-203615|Reactome:R-RNO-2168880|Reactome:R-RNO-6798695|Reactome:R-RNO-8981607|Reactome:R-RNO-9707564|Reactome:R-RNO-9707616|Reactome:R-SSC-8981607|Reactome:R-XTR-1237044|Reactome:R-XTR-1247673|Reactome:R-XTR-2168880|Reactome:R-XTR-6798695|Reactome:R-XTR-9707564|Reactome:R-XTR-9707616
403	63f056f656e5394e13a6523ad521b919	146	SUPERFAMILY	SSF46458	Globin-like	1	146	4.16E-54	T	15-08-2025	IPR009050	Globin-like superfamily	-	MetaCyc:PWY-1381|MetaCyc:PWY-5165|MetaCyc:PWY-5292|MetaCyc:PWY-6088|MetaCyc:PWY-6216|MetaCyc:PWY-6217|MetaCyc:PWY-6533|MetaCyc:PWY-6854|MetaCyc:PWY-7403|MetaCyc:PWY-7496|MetaCyc:PWY-7683|Reactome:R-BTA-1237044|Reactome:R-BTA-1247673|Reactome:R-BTA-2168880|Reactome:R-BTA-6798695|Reactome:R-BTA-8981607|Reactome:R-BTA-9707564|Reactome:R-BTA-9707616|Reactome:R-CFA-8981607|Reactome:R-DRE-1237044|Reactome:R-DRE-1247673|Reactome:R-DRE-203615|Reactome:R-DRE-2168880|Reactome:R-DRE-6798695|Reactome:R-DRE-8981607|Reactome:R-DRE-9707564|Reactome:R-DRE-9707616|Reactome:R-GGA-1237044|Reactome:R-GGA-1247673|Reactome:R-GGA-2168880|Reactome:R-GGA-6798695|Reactome:R-GGA-8981607|Reactome:R-GGA-9707564|Reactome:R-GGA-9707616|Reactome:R-HSA-1222538|Reactome:R-HSA-1237044|Reactome:R-HSA-1247673|Reactome:R-HSA-203615|Reactome:R-HSA-2168880|Reactome:R-HSA-6798695|Reactome:R-HSA-8981607|Reactome:R-HSA-9613829|Reactome:R-HSA-9615710|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-983231|Reactome:R-MMU-1237044|Reactome:R-MMU-1247673|Reactome:R-MMU-203615|Reactome:R-MMU-2168880|Reactome:R-MMU-8981607|Reactome:R-MMU-9707564|Reactome:R-MMU-9707616|Reactome:R-RNO-1237044|Reactome:R-RNO-1247673|Reactome:R-RNO-203615|Reactome:R-RNO-2168880|Reactome:R-RNO-6798695|Reactome:R-RNO-8981607|Reactome:R-RNO-9707564|Reactome:R-RNO-9707616|Reactome:R-SSC-8981607|Reactome:R-XTR-1237044|Reactome:R-XTR-1247673|Reactome:R-XTR-2168880|Reactome:R-XTR-6798695|Reactome:R-XTR-9707564|Reactome:R-XTR-9707616
403	63f056f656e5394e13a6523ad521b919	146	PRINTS	PR00814	Beta haemoglobin signature	29	45	4.0E-41	T	15-08-2025	IPR002337	Hemoglobin, beta-type	GO:0005833(InterPro)|GO:0015671(InterPro)|GO:0020037(InterPro)	Reactome:R-BTA-1237044|Reactome:R-BTA-1247673|Reactome:R-BTA-2168880|Reactome:R-BTA-6798695|Reactome:R-BTA-9707564|Reactome:R-BTA-9707616|Reactome:R-DRE-1237044|Reactome:R-DRE-1247673|Reactome:R-DRE-2168880|Reactome:R-DRE-6798695|Reactome:R-DRE-9707564|Reactome:R-DRE-9707616|Reactome:R-GGA-1237044|Reactome:R-GGA-1247673|Reactome:R-GGA-2168880|Reactome:R-GGA-6798695|Reactome:R-GGA-9707564|Reactome:R-GGA-9707616|Reactome:R-HSA-1237044|Reactome:R-HSA-1247673|Reactome:R-HSA-2168880|Reactome:R-HSA-6798695|Reactome:R-HSA-9613829|Reactome:R-HSA-9615710|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-983231|Reactome:R-RNO-1237044|Reactome:R-RNO-1247673|Reactome:R-RNO-2168880|Reactome:R-RNO-6798695|Reactome:R-RNO-9707564|Reactome:R-RNO-9707616|Reactome:R-XTR-1237044|Reactome:R-XTR-1247673|Reactome:R-XTR-2168880|Reactome:R-XTR-6798695|Reactome:R-XTR-9707564|Reactome:R-XTR-9707616
403	63f056f656e5394e13a6523ad521b919	146	PRINTS	PR00814	Beta haemoglobin signature	47	62	4.0E-41	T	15-08-2025	IPR002337	Hemoglobin, beta-type	GO:0005833(InterPro)|GO:0015671(InterPro)|GO:0020037(InterPro)	Reactome:R-BTA-1237044|Reactome:R-BTA-1247673|Reactome:R-BTA-2168880|Reactome:R-BTA-6798695|Reactome:R-BTA-9707564|Reactome:R-BTA-9707616|Reactome:R-DRE-1237044|Reactome:R-DRE-1247673|Reactome:R-DRE-2168880|Reactome:R-DRE-6798695|Reactome:R-DRE-9707564|Reactome:R-DRE-9707616|Reactome:R-GGA-1237044|Reactome:R-GGA-1247673|Reactome:R-GGA-2168880|Reactome:R-GGA-6798695|Reactome:R-GGA-9707564|Reactome:R-GGA-9707616|Reactome:R-HSA-1237044|Reactome:R-HSA-1247673|Reactome:R-HSA-2168880|Reactome:R-HSA-6798695|Reactome:R-HSA-9613829|Reactome:R-HSA-9615710|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-983231|Reactome:R-RNO-1237044|Reactome:R-RNO-1247673|Reactome:R-RNO-2168880|Reactome:R-RNO-6798695|Reactome:R-RNO-9707564|Reactome:R-RNO-9707616|Reactome:R-XTR-1237044|Reactome:R-XTR-1247673|Reactome:R-XTR-2168880|Reactome:R-XTR-6798695|Reactome:R-XTR-9707564|Reactome:R-XTR-9707616
